6, 58627
7, 90866
8, 73672
9, 84418
10, 34985
11, 45731
12, 43582
13, 119522
14, 110925
15, 108060
16, 62925
17, 36418
18, 60776
19, 103761
20, 143164
21, 153194
22, 103045
23, 72955
