6, 40000
7, 63284
8, 66269
9, 91343
10, 37015
11, 67463
12, 71045
13, 132537
14, 67463
15, 57313
16, 69851
17, 54925
18, 63881
19, 113433
20, 90746
21, 97313
22, 80597
23, 47164
