6, 35821
7, 57313
8, 57313
9, 58507
10, 29851
11, 69254
12, 47164
13, 105075
14, 74030
15, 82985
16, 99701
17, 80000
18, 106269
19, 62687
20, 346269
21, 432836
22, 250746
23, 118209
