6, 31045
7, 42388
8, 31642
9, 18507
10, 13731
11, 19701
12, 16716
13, 29851
14, 44179
15, 31642
16, 93731
17, 11343
18, 20299
19, 4179
20, 11343
21, 9552
22, 7164
23, 4179
