6, 37612
7, 66507
8, 94448
9, 118209
10, 37015
11, 43582
12, 47164
13, 96716
14, 111045
15, 70448
16, 56478
17, 46567
18, 78687
19, 114030
20, 238209
21, 156418
22, 217910
23, 125373
