6, 43582
7, 51343
8, 74627
9, 77612
10, 31045
11, 41791
12, 39403
13, 69851
14, 90149
15, 63284
16, 71642
17, 92537
18, 113433
19, 435224
20, 402388
21, 469851
22, 272239
23, 132537
