6, 27463
7, 53731
8, 49552
9, 79403
10, 47761
11, 63284
12, 52537
13, 105075
14, 73433
15, 41791
16, 50149
17, 42985
18, 40597
19, 59104
20, 62090
21, 60299
22, 62687
23, 31045
