6, 37612
7, 65791
8, 99463
9, 121194
10, 56119
11, 38806
12, 67940
13, 104478
14, 65075
15, 42985
16, 37015
17, 45970
18, 50149
19, 202985
20, 258507
21, 420299
22, 344478
23, 139701
